appid,category
940290,Online Multi-Player
940290,Online Co-op
940300,Single-player
940300,Steam Achievements
940300,Partial Controller Support
940300,Stats
940320,Single-player
940520,Single-player
940520,Steam Achievements
940520,Steam Cloud
940600,Single-player
940630,Online Multi-Player
940640,Single-player
940680,Single-player
940680,Steam Achievements
940680,Full controller support
940680,Steam Trading Cards
940700,Single-player
940780,Single-player
940780,Steam Achievements
940790,Single-player
940790,Steam Achievements
940800,Single-player
940800,Steam Achievements
940810,Single-player
940810,Steam Achievements
940830,Single-player
940830,Steam Achievements
940830,Partial Controller Support
940870,Single-player
940990,Single-player
941000,Single-player
941030,Single-player
941120,Single-player
941120,Multi-player
941120,Online Multi-Player
941120,Steam Cloud
941150,Single-player
941150,Online Multi-Player
941150,Steam Achievements
941150,Stats
941150,Steam Leaderboards
941160,Single-player
941160,Shared/Split Screen
941160,Partial Controller Support
941200,Single-player
941200,Steam Achievements
941200,Steam Cloud
941300,Single-player
941320,Single-player
941320,Stats
941330,Single-player
941330,Full controller support
941340,Single-player
941350,Single-player
941350,Steam Achievements
941350,Full controller support
941390,Single-player
941410,Single-player
941410,Partial Controller Support
941480,Single-player
941480,Full controller support
941480,Captions available
941540,Single-player
941540,Steam Achievements
941540,Full controller support
941540,Steam Cloud
941580,Single-player
941600,Single-player
941600,Multi-player
941600,Local Multi-Player
941600,Co-op
941600,Local Co-op
941600,Steam Achievements
941600,Full controller support
941600,Steam Leaderboards
941620,Single-player
941630,Single-player
941650,Single-player
941650,Steam Achievements
941650,Steam Trading Cards
941730,Single-player
941790,Single-player
941790,Steam Achievements
941800,Single-player
941800,Steam Achievements
941810,Single-player
941830,Single-player
941830,Steam Achievements
941850,Online Multi-Player
941860,Single-player
941860,Full controller support
941870,Single-player
941920,Single-player
941920,Steam Achievements
941920,Steam Cloud
941920,Stats
942020,Single-player
942050,Single-player
942050,Steam Achievements
942050,Partial Controller Support
942050,Steam Cloud
942050,Stats
942050,Steam Leaderboards
942060,Single-player
942060,Steam Achievements
942060,Full controller support
942060,Steam Cloud
942060,Steam Leaderboards
942200,Single-player
942200,Partial Controller Support
942250,Single-player
942250,Co-op
942250,Local Co-op
942250,Shared/Split Screen
942250,Steam Achievements
942250,Full controller support
942300,Single-player
942300,Steam Achievements
942300,Full controller support
942300,Steam Leaderboards
942310,Single-player
942310,In-App Purchases
942320,Single-player
942320,Multi-player
942320,Online Multi-Player
942320,Steam Achievements
942320,In-App Purchases
942340,Single-player
942340,Steam Achievements
942340,Stats
942480,Single-player
942480,Partial Controller Support
942510,Single-player
942510,Steam Achievements
942510,Partial Controller Support
942520,Single-player
942520,Steam Achievements
942520,Steam Workshop
942520,Partial Controller Support
942520,Steam Leaderboards
942600,Single-player
942760,Single-player
942760,Steam Achievements
942900,Single-player
942920,Single-player
942930,Single-player
942930,Steam Achievements
942930,Steam Cloud
942970,Single-player
942970,Steam Cloud
943010,Single-player
943010,Partial Controller Support
943030,Single-player
943030,Steam Achievements
943080,Single-player
943100,Single-player
943100,Steam Achievements
943130,Single-player
943170,Single-player
943190,Single-player
943190,Steam Achievements
943190,Steam Cloud
943190,Stats
943230,Single-player
943290,Single-player
943380,Single-player
943380,Multi-player
943380,Online Multi-Player
943380,Local Multi-Player
943380,Shared/Split Screen
943380,Cross-Platform Multiplayer
943380,Steam Achievements
943380,Full controller support
943380,Steam Cloud
943380,Stats
943380,Steam Leaderboards
943390,Single-player
943410,Single-player
943410,Multi-player
943410,Online Multi-Player
943410,Local Multi-Player
943410,Shared/Split Screen
943410,Cross-Platform Multiplayer
943410,Steam Achievements
943440,Single-player
943440,Steam Achievements
943440,Steam Cloud
943510,Single-player
943590,Single-player
943590,Multi-player
943590,Local Multi-Player
943590,Co-op
943590,Local Co-op
943590,Shared/Split Screen
943590,Partial Controller Support
943630,Single-player
943630,Multi-player
943630,Online Multi-Player
943630,MMO
943630,Co-op
943630,Online Co-op
943630,Cross-Platform Multiplayer
943630,In-App Purchases
943640,Single-player
943640,Online Multi-Player
943640,MMO
943640,Online Co-op
943640,Cross-Platform Multiplayer
943640,In-App Purchases
943680,Single-player
943710,Single-player
943710,Steam Achievements
943710,Partial Controller Support
943810,Single-player
943810,Steam Achievements
943880,Single-player
943900,Single-player
943900,Steam Achievements
943900,Partial Controller Support
943920,Single-player
943920,Multi-player
943920,Local Multi-Player
943920,Co-op
943920,Local Co-op
943920,Shared/Split Screen
943920,Full controller support
943950,Local Multi-Player
943950,Local Co-op
943950,Shared/Split Screen
943950,Steam Achievements
943960,Single-player
943960,Steam Achievements
943970,Single-player
944030,Single-player
944100,Single-player
944120,Single-player
944120,Partial Controller Support
944220,Single-player
944220,Steam Achievements
944340,Single-player
944340,Steam Achievements
944370,Single-player
944380,Single-player
944420,Single-player
944420,Steam Achievements
944420,Full controller support
944420,Steam Cloud
944440,Single-player
944440,Steam Achievements
944450,Single-player
944500,Multi-player
944500,Online Multi-Player
944500,Local Multi-Player
944500,Shared/Split Screen
944500,Partial Controller Support
944500,Steam Cloud
944530,Single-player
944550,Single-player
944560,Single-player
944590,Single-player
944590,Steam Achievements
944590,Full controller support
944610,Single-player
944610,Steam Achievements
944610,Includes level editor
944630,Single-player
944640,Single-player
944650,Single-player
944650,Steam Achievements
944650,Steam Cloud
944710,Single-player
944710,Steam Cloud
944730,Single-player
944730,Multi-player
944730,Online Multi-Player
944730,Local Multi-Player
944730,Shared/Split Screen
944730,Cross-Platform Multiplayer
944740,Single-player
944770,Steam Cloud
944810,Single-player
944810,Steam Achievements
944830,Single-player
944840,Single-player
944960,Single-player
944960,Steam Achievements
945100,Single-player
945100,Steam Achievements
945110,Single-player
945110,Steam Achievements
945140,Single-player
945140,Steam Achievements
945140,Steam Cloud
945240,Single-player
945340,Single-player
945340,Steam Achievements
945340,Partial Controller Support
945340,Steam Leaderboards
945360,Multi-player
945360,Online Multi-Player
945360,Local Multi-Player
945360,Co-op
945360,Online Co-op
945360,Local Co-op
945360,Cross-Platform Multiplayer
945390,Single-player
945390,Local Multi-Player
945390,Shared/Split Screen
945440,Single-player
945440,Steam Achievements
945460,Single-player
945460,Multi-player
945460,Online Multi-Player
945460,Co-op
945460,Steam Achievements
945490,Single-player
945490,Steam Achievements
945490,Full controller support
945500,Single-player
945500,Steam Achievements
945500,Partial Controller Support
945500,Steam Cloud
945520,Single-player
945520,Steam Workshop
945580,Single-player
945580,Steam Achievements
945580,Full controller support
945590,Single-player
945610,Multi-player
945610,Online Multi-Player
945700,Single-player
945700,Multi-player
945700,Online Multi-Player
945700,Steam Achievements
945820,Single-player
945850,Single-player
945880,Single-player
945880,Local Multi-Player
945880,Co-op
945880,Local Co-op
945880,Shared/Split Screen
945880,Partial Controller Support
945890,Single-player
945890,Partial Controller Support
945910,Single-player
945910,Steam Achievements
945920,Single-player
945920,Full controller support
946000,Single-player
946000,Steam Achievements
946000,Partial Controller Support
946010,Single-player
946010,Shared/Split Screen
946010,Steam Achievements
946010,Partial Controller Support
946010,Steam Cloud
946010,Steam Leaderboards
946040,Single-player
946040,Steam Achievements
946040,In-App Purchases
946040,Steam Cloud
946040,Stats
946080,Single-player
946090,Single-player
946090,Steam Achievements
946170,Single-player
946170,Steam Achievements
946190,Single-player
946200,Single-player
946200,Steam Achievements
946210,Single-player
946210,Steam Achievements
946210,Steam Cloud
946300,Single-player
946330,Single-player
946330,Steam Achievements
946340,Single-player
946340,Steam Achievements
946340,Steam Cloud
946380,Single-player
946490,Single-player
946490,Multi-player
946500,Single-player
946550,Single-player
946560,Single-player
946560,Steam Achievements
946600,Single-player
946610,Single-player
946610,Steam Achievements
946610,Partial Controller Support
946650,Single-player
946650,Local Multi-Player
946650,Co-op
946650,Local Co-op
946650,Shared/Split Screen
946650,Steam Achievements
946650,Full controller support
946650,Steam Leaderboards
946660,Single-player
946690,Single-player
946700,Single-player
946780,Single-player
946780,Steam Achievements
946780,Steam Cloud
946790,Single-player
946790,Steam Achievements
946800,Single-player
946800,Steam Achievements
946800,Steam Cloud
946810,Single-player
946950,Single-player
946950,Steam Achievements
946950,Steam Cloud
946950,Stats
946950,Steam Leaderboards
947110,Single-player
947110,Steam Achievements
947120,Single-player
947250,Single-player
947250,Steam Achievements
947250,Full controller support
947260,Single-player
947260,Local Multi-Player
947260,Shared/Split Screen
947260,Steam Achievements
947260,Full controller support
947270,Single-player
947270,Multi-player
947270,Local Multi-Player
947270,Steam Achievements
947270,Full controller support
947290,Single-player
947290,Steam Achievements
947290,Partial Controller Support
947290,Stats
947290,Steam Leaderboards
947300,Single-player
947300,Steam Achievements
947310,Single-player
947310,Steam Achievements
947390,Single-player
947390,Steam Cloud
947400,Single-player
947430,Single-player
947430,Steam Cloud
947430,Steam Leaderboards
947450,Single-player
947450,Local Multi-Player
947450,Local Co-op
947450,Shared/Split Screen
947450,Steam Achievements
947450,Partial Controller Support
947470,Single-player
947490,Single-player
947530,Single-player
947540,Single-player
947580,Single-player
947830,Single-player
947960,Single-player
947960,Local Multi-Player
947960,Shared/Split Screen
947960,Steam Achievements
947970,Single-player
948080,Single-player
948080,Partial Controller Support
948100,Single-player
948100,Partial Controller Support
948120,Single-player
948200,Single-player
948200,Shared/Split Screen
948240,Single-player
948240,Steam Achievements
